TargetID	ProbeID	MIN_Signal-9257622034_A	AVG_Signal-9257622034_A	MAX_Signal-9257622034_A	NARRAYS-9257622034_A	ARRAY_STDEV-9257622034_A	BEAD_STDEV-9257622034_A	Avg_NBEADS-9257622034_A	Detection-9257622034_A	MIN_Signal-9257622034_B	AVG_Signal-9257622034_B	MAX_Signal-9257622034_B	NARRAYS-9257622034_B	ARRAY_STDEV-9257622034_B	BEAD_STDEV-9257622034_B	Avg_NBEADS-9257622034_B	Detection-9257622034_B	MIN_Signal-9257622034_C	AVG_Signal-9257622034_C	MAX_Signal-9257622034_C	NARRAYS-9257622034_C	ARRAY_STDEV-9257622034_C	BEAD_STDEV-9257622034_C	Avg_NBEADS-9257622034_C	Detection-9257622034_C	MIN_Signal-9257622034_D	AVG_Signal-9257622034_D	MAX_Signal-9257622034_D	NARRAYS-9257622034_D	ARRAY_STDEV-9257622034_D	BEAD_STDEV-9257622034_D	Avg_NBEADS-9257622034_D	Detection-9257622034_D	MIN_Signal-9257622034_E	AVG_Signal-9257622034_E	MAX_Signal-9257622034_E	NARRAYS-9257622034_E	ARRAY_STDEV-9257622034_E	BEAD_STDEV-9257622034_E	Avg_NBEADS-9257622034_E	Detection-9257622034_E	MIN_Signal-9257622034_F	AVG_Signal-9257622034_F	MAX_Signal-9257622034_F	NARRAYS-9257622034_F	ARRAY_STDEV-9257622034_F	BEAD_STDEV-9257622034_F	Avg_NBEADS-9257622034_F	Detection-9257622034_F	MIN_Signal-9257622034_G	AVG_Signal-9257622034_G	MAX_Signal-9257622034_G	NARRAYS-9257622034_G	ARRAY_STDEV-9257622034_G	BEAD_STDEV-9257622034_G	Avg_NBEADS-9257622034_G	Detection-9257622034_G	MIN_Signal-9257622034_H	AVG_Signal-9257622034_H	MAX_Signal-9257622034_H	NARRAYS-9257622034_H	ARRAY_STDEV-9257622034_H	BEAD_STDEV-9257622034_H	Avg_NBEADS-9257622034_H	Detection-9257622034_H	MIN_Signal-9257622034_I	AVG_Signal-9257622034_I	MAX_Signal-9257622034_I	NARRAYS-9257622034_I	ARRAY_STDEV-9257622034_I	BEAD_STDEV-9257622034_I	Avg_NBEADS-9257622034_I	Detection-9257622034_I	MIN_Signal-9257622034_J	AVG_Signal-9257622034_J	MAX_Signal-9257622034_J	NARRAYS-9257622034_J	ARRAY_STDEV-9257622034_J	BEAD_STDEV-9257622034_J	Avg_NBEADS-9257622034_J	Detection-9257622034_J	MIN_Signal-9257622034_K	AVG_Signal-9257622034_K	MAX_Signal-9257622034_K	NARRAYS-9257622034_K	ARRAY_STDEV-9257622034_K	BEAD_STDEV-9257622034_K	Avg_NBEADS-9257622034_K	Detection-9257622034_K	MIN_Signal-9257622034_L	AVG_Signal-9257622034_L	MAX_Signal-9257622034_L	NARRAYS-9257622034_L	ARRAY_STDEV-9257622034_L	BEAD_STDEV-9257622034_L	Avg_NBEADS-9257622034_L	Detection-9257622034_L
AATK	6370746	109.1	109.1	109.1	1	NaN	24.491	26	0.36104	119.8	119.8	119.8	1	NaN	44.081	17	0.70909	103.6	103.6	103.6	1	NaN	36.205	25	0.23766	132.5	132.5	132.5	1	NaN	35.892	22	0.84286	97.1	97.1	97.1	1	NaN	29.998	21	0.26494	105.1	105.1	105.1	1	NaN	29.444	27	0.56364	113.5	113.5	113.5	1	NaN	37.461	22	0.71169	105.3	105.3	105.3	1	NaN	36.449	26	0.58052	102.8	102.8	102.8	1	NaN	33.839	28	0.51039	110.2	110.2	110.2	1	NaN	35.185	30	0.71039	100.6	100.6	100.6	1	NaN	30.077	20	0.50779	98.5	98.5	98.5	1	NaN	29.136	21	0.43247	
AATK	7400300	223.7	223.7	223.7	1	NaN	67.653	16	0.99870	215.9	215.9	215.9	1	NaN	70.944	15	0.99740	176.1	176.1	176.1	1	NaN	49.581	24	0.98831	224.3	224.3	224.3	1	NaN	54.375	19	0.99870	217.8	217.8	217.8	1	NaN	84.691	17	0.99870	169.5	169.5	169.5	1	NaN	34.888	13	0.99610	230.0	230.0	230.0	1	NaN	63.927	20	0.99870	212.0	212.0	212.0	1	NaN	58.392	16	0.99870	183.6	183.6	183.6	1	NaN	26.421	12	0.99610	203.2	203.2	203.2	1	NaN	72.266	22	0.99740	205.2	205.2	205.2	1	NaN	64.535	26	0.99870	199.7	199.7	199.7	1	NaN	49.266	23	0.99740	
ABAT	1110025	133.3	133.3	133.3	1	NaN	34.583	25	0.84156	119.3	119.3	119.3	1	NaN	41.584	18	0.69610	133.5	133.5	133.5	1	NaN	42.833	22	0.83636	135.8	135.8	135.8	1	NaN	26.773	15	0.88052	116.6	116.6	116.6	1	NaN	37.955	24	0.74675	116.8	116.8	116.8	1	NaN	35.163	19	0.81948	116.5	116.5	116.5	1	NaN	27.125	15	0.77273	104.2	104.2	104.2	1	NaN	31.419	16	0.55455	113.4	113.4	113.4	1	NaN	29.314	20	0.75195	128.5	128.5	128.5	1	NaN	31.917	21	0.94805	110.3	110.3	110.3	1	NaN	28.475	16	0.75325	113.0	113.0	113.0	1	NaN	28.746	21	0.78831	
ABAT	1230592	136.7	136.7	136.7	1	NaN	28.409	20	0.87013	170.3	170.3	170.3	1	NaN	46.334	27	0.99091	145.0	145.0	145.0	1	NaN	37.968	22	0.93636	132.8	132.8	132.8	1	NaN	18.657	17	0.84545	128.2	128.2	128.2	1	NaN	43.189	26	0.88571	137.8	137.8	137.8	1	NaN	29.282	20	0.97532	139.4	139.4	139.4	1	NaN	31.235	31	0.97662	140.3	140.3	140.3	1	NaN	35.178	23	0.98442	130.7	130.7	130.7	1	NaN	34.166	23	0.94156	136.5	136.5	136.5	1	NaN	36.968	26	0.97273	124.1	124.1	124.1	1	NaN	30.422	22	0.93636	135.5	135.5	135.5	1	NaN	41.714	21	0.97792	
ABAT	6580291	105.7	105.7	105.7	1	NaN	39.745	24	0.28831	92.2	92.2	92.2	1	NaN	34.538	19	0.11818	99.2	99.2	99.2	1	NaN	25.304	22	0.17662	104.4	104.4	104.4	1	NaN	22.828	24	0.26494	91.8	91.8	91.8	1	NaN	23.843	20	0.16623	88.6	88.6	88.6	1	NaN	24.757	21	0.16623	95.7	95.7	95.7	1	NaN	24.176	31	0.26234	85.2	85.2	85.2	1	NaN	24.040	19	0.12727	93.5	93.5	93.5	1	NaN	26.171	31	0.25974	84.7	84.7	84.7	1	NaN	20.208	25	0.11299	92.5	92.5	92.5	1	NaN	28.982	21	0.30649	95.7	95.7	95.7	1	NaN	18.577	21	0.35325	
ABCA1	4060358	1778.0	1778.0	1778.0	1	NaN	254.417	23	1.00000	1506.7	1506.7	1506.7	1	NaN	319.281	20	1.00000	1198.6	1198.6	1198.6	1	NaN	209.401	29	1.00000	1284.3	1284.3	1284.3	1	NaN	225.187	20	1.00000	1412.9	1412.9	1412.9	1	NaN	277.079	32	1.00000	1179.0	1179.0	1179.0	1	NaN	202.561	28	1.00000	1452.2	1452.2	1452.2	1	NaN	277.360	24	1.00000	1233.8	1233.8	1233.8	1	NaN	197.904	24	1.00000	1647.5	1647.5	1647.5	1	NaN	319.865	17	1.00000	1851.7	1851.7	1851.7	1	NaN	350.018	22	1.00000	1903.3	1903.3	1903.3	1	NaN	329.233	28	1.00000	1423.1	1423.1	1423.1	1	NaN	112.012	16	1.00000	
ABCA10	3190541	129.5	129.5	129.5	1	NaN	42.221	25	0.78701	115.6	115.6	115.6	1	NaN	35.052	19	0.62857	137.0	137.0	137.0	1	NaN	43.664	17	0.87013	117.0	117.0	117.0	1	NaN	39.632	19	0.57403	127.9	127.9	127.9	1	NaN	56.558	20	0.88571	121.2	121.2	121.2	1	NaN	37.113	13	0.89221	122.2	122.2	122.2	1	NaN	37.021	26	0.85195	120.5	120.5	120.5	1	NaN	25.376	19	0.86883	108.1	108.1	108.1	1	NaN	34.288	21	0.64416	104.5	104.5	104.5	1	NaN	31.766	18	0.57143	106.7	106.7	106.7	1	NaN	26.659	20	0.68571	103.1	103.1	103.1	1	NaN	32.826	15	0.55455	
ABCA10	7550128	111.7	111.7	111.7	1	NaN	35.784	25	0.42727	122.0	122.0	122.0	1	NaN	39.960	25	0.74805	116.8	116.8	116.8	1	NaN	29.627	19	0.51169	119.7	119.7	119.7	1	NaN	24.948	22	0.63766	95.6	95.6	95.6	1	NaN	36.462	26	0.22727	104.1	104.1	104.1	1	NaN	27.856	22	0.54026	120.7	120.7	120.7	1	NaN	34.031	29	0.83117	93.4	93.4	93.4	1	NaN	21.474	15	0.26883	101.7	101.7	101.7	1	NaN	29.609	15	0.47662	112.7	112.7	112.7	1	NaN	32.662	26	0.77013	104.7	104.7	104.7	1	NaN	31.201	25	0.63247	116.2	116.2	116.2	1	NaN	30.394	17	0.85065	
ABCA11	2320403	152.6	152.6	152.6	1	NaN	52.122	21	0.96753	208.1	208.1	208.1	1	NaN	62.016	22	0.99740	208.0	208.0	208.0	1	NaN	79.927	14	0.99610	153.6	153.6	153.6	1	NaN	37.064	24	0.97662	163.8	163.8	163.8	1	NaN	50.818	22	0.99351	165.6	165.6	165.6	1	NaN	36.959	21	0.99481	153.6	153.6	153.6	1	NaN	50.155	26	0.99481	169.9	169.9	169.9	1	NaN	66.380	24	0.99740	161.6	161.6	161.6	1	NaN	44.610	28	0.99221	174.4	174.4	174.4	1	NaN	50.441	15	0.99740	163.6	163.6	163.6	1	NaN	48.123	27	0.99481	141.4	141.4	141.4	1	NaN	37.571	20	0.98701	
ABCA12	4570152	89.2	89.2	89.2	1	NaN	32.939	28	0.06494	91.4	91.4	91.4	1	NaN	31.257	33	0.11039	98.2	98.2	98.2	1	NaN	31.241	23	0.16494	96.5	96.5	96.5	1	NaN	33.392	30	0.14156	95.5	95.5	95.5	1	NaN	18.530	14	0.22597	76.7	76.7	76.7	1	NaN	24.213	27	0.02597	87.7	87.7	87.7	1	NaN	26.516	23	0.11169	81.8	81.8	81.8	1	NaN	17.653	32	0.08052	89.6	89.6	89.6	1	NaN	25.322	19	0.17143	88.6	88.6	88.6	1	NaN	31.199	24	0.17403	75.3	75.3	75.3	1	NaN	28.053	17	0.02857	89.0	89.0	89.0	1	NaN	22.803	22	0.20000	
ABCA12	4900711	107.8	107.8	107.8	1	NaN	32.624	23	0.33896	88.5	88.5	88.5	1	NaN	23.232	26	0.07922	106.0	106.0	106.0	1	NaN	31.574	26	0.27273	91.1	91.1	91.1	1	NaN	27.887	29	0.07403	88.7	88.7	88.7	1	NaN	31.172	22	0.13247	83.0	83.0	83.0	1	NaN	28.262	23	0.08312	106.3	106.3	106.3	1	NaN	25.105	24	0.52727	81.6	81.6	81.6	1	NaN	27.102	24	0.07792	102.5	102.5	102.5	1	NaN	27.934	16	0.50130	82.2	82.2	82.2	1	NaN	22.277	32	0.08442	76.8	76.8	76.8	1	NaN	27.799	19	0.04286	83.6	83.6	83.6	1	NaN	19.894	21	0.11818	
ABCA13	1780537	92.1	92.1	92.1	1	NaN	26.421	14	0.09091	94.8	94.8	94.8	1	NaN	35.455	32	0.17922	88.7	88.7	88.7	1	NaN	23.620	20	0.04545	84.3	84.3	84.3	1	NaN	24.456	23	0.02727	99.9	99.9	99.9	1	NaN	28.054	20	0.31688	84.0	84.0	84.0	1	NaN	23.580	25	0.09870	82.9	82.9	82.9	1	NaN	4.588	13	0.05195	73.0	73.0	73.0	1	NaN	22.673	25	0.01948	85.5	85.5	85.5	1	NaN	27.184	19	0.10130	75.2	75.2	75.2	1	NaN	18.672	24	0.02468	86.5	86.5	86.5	1	NaN	21.493	29	0.18052	88.1	88.1	88.1	1	NaN	28.881	21	0.18052	
ABCA2	450333	112.4	112.4	112.4	1	NaN	37.254	29	0.45195	107.2	107.2	107.2	1	NaN	29.474	26	0.41558	119.9	119.9	119.9	1	NaN	32.849	25	0.57662	107.6	107.6	107.6	1	NaN	29.910	26	0.31039	116.7	116.7	116.7	1	NaN	41.575	27	0.75065	96.1	96.1	96.1	1	NaN	37.639	19	0.30260	117.1	117.1	117.1	1	NaN	32.146	16	0.78312	96.4	96.4	96.4	1	NaN	22.456	22	0.33377	112.5	112.5	112.5	1	NaN	33.635	21	0.74545	93.5	93.5	93.5	1	NaN	34.140	29	0.28831	107.4	107.4	107.4	1	NaN	31.267	11	0.70519	98.9	98.9	98.9	1	NaN	27.971	24	0.44416	
ABCA2	2320243	128.1	128.1	128.1	1	NaN	30.320	22	0.77403	116.6	116.6	116.6	1	NaN	38.805	27	0.64545	127.8	127.8	127.8	1	NaN	22.797	24	0.74675	122.7	122.7	122.7	1	NaN	25.097	12	0.70519	121.0	121.0	121.0	1	NaN	34.231	25	0.82338	104.2	104.2	104.2	1	NaN	25.874	22	0.54416	110.1	110.1	110.1	1	NaN	26.264	23	0.61948	107.8	107.8	107.8	1	NaN	27.618	22	0.65325	96.9	96.9	96.9	1	NaN	30.896	17	0.33247	93.0	93.0	93.0	1	NaN	27.169	20	0.28312	92.1	92.1	92.1	1	NaN	20.137	16	0.30519	94.5	94.5	94.5	1	NaN	27.927	22	0.31948	
ABCA3	430402	322.1	322.1	322.1	1	NaN	110.573	20	0.99870	271.2	271.2	271.2	1	NaN	80.947	23	0.99870	282.8	282.8	282.8	1	NaN	77.915	29	0.99870	276.7	276.7	276.7	1	NaN	52.228	20	1.00000	296.0	296.0	296.0	1	NaN	70.113	21	1.00000	265.1	265.1	265.1	1	NaN	63.267	17	0.99870	241.5	241.5	241.5	1	NaN	90.428	15	0.99870	253.6	253.6	253.6	1	NaN	43.117	25	1.00000	216.6	216.6	216.6	1	NaN	63.632	26	0.99870	191.6	191.6	191.6	1	NaN	35.827	25	0.99740	246.8	246.8	246.8	1	NaN	73.470	25	1.00000	234.3	234.3	234.3	1	NaN	66.694	19	0.99740	
ABCA4	6650504	110.0	110.0	110.0	1	NaN	24.186	26	0.38442	131.8	131.8	131.8	1	NaN	36.983	23	0.89351	139.6	139.6	139.6	1	NaN	30.665	24	0.90130	123.2	123.2	123.2	1	NaN	34.128	32	0.71688	146.3	146.3	146.3	1	NaN	42.831	23	0.97922	137.1	137.1	137.1	1	NaN	25.424	25	0.97532	141.1	141.1	141.1	1	NaN	40.346	28	0.97792	127.9	127.9	127.9	1	NaN	33.710	24	0.93506	133.3	133.3	133.3	1	NaN	33.138	20	0.95584	104.2	104.2	104.2	1	NaN	22.851	19	0.56234	106.5	106.5	106.5	1	NaN	22.455	24	0.68442	117.3	117.3	117.3	1	NaN	37.933	33	0.86234	
ABCA5	3450278	111.6	111.6	111.6	1	NaN	30.693	22	0.42208	114.4	114.4	114.4	1	NaN	24.669	23	0.61299	105.0	105.0	105.0	1	NaN	20.962	17	0.25455	123.9	123.9	123.9	1	NaN	32.635	13	0.72987	93.2	93.2	93.2	1	NaN	30.733	23	0.18961	91.8	91.8	91.8	1	NaN	30.565	22	0.21558	91.9	91.9	91.9	1	NaN	16.583	21	0.18442	95.8	95.8	95.8	1	NaN	21.859	25	0.32338	108.1	108.1	108.1	1	NaN	32.228	23	0.64545	111.9	111.9	111.9	1	NaN	31.286	24	0.75065	110.7	110.7	110.7	1	NaN	32.167	22	0.76623	102.1	102.1	102.1	1	NaN	20.595	25	0.53377	
ABCA5	3780445	136.5	136.5	136.5	1	NaN	63.152	17	0.86753	124.2	124.2	124.2	1	NaN	33.566	21	0.78442	110.6	110.6	110.6	1	NaN	37.239	25	0.36753	100.2	100.2	100.2	1	NaN	30.647	26	0.20000	103.2	103.2	103.2	1	NaN	21.889	20	0.39481	104.8	104.8	104.8	1	NaN	28.057	16	0.55714	97.6	97.6	97.6	1	NaN	22.775	15	0.30260	104.6	104.6	104.6	1	NaN	33.572	27	0.56623	105.5	105.5	105.5	1	NaN	32.503	20	0.58442	127.3	127.3	127.3	1	NaN	31.011	32	0.94286	112.6	112.6	112.6	1	NaN	30.946	35	0.80000	113.3	113.3	113.3	1	NaN	38.348	29	0.79481	
ABCA5	7650253	105.1	105.1	105.1	1	NaN	29.533	18	0.27403	129.2	129.2	129.2	1	NaN	33.093	17	0.86234	99.0	99.0	99.0	1	NaN	33.726	25	0.17403	100.6	100.6	100.6	1	NaN	25.477	24	0.20390	93.5	93.5	93.5	1	NaN	24.843	28	0.19351	90.0	90.0	90.0	1	NaN	15.365	22	0.19221	102.6	102.6	102.6	1	NaN	21.913	27	0.43117	97.4	97.4	97.4	1	NaN	28.597	18	0.35974	122.2	122.2	122.2	1	NaN	38.319	15	0.89091	133.7	133.7	133.7	1	NaN	35.235	19	0.96883	131.2	131.2	131.2	1	NaN	42.052	21	0.96623	110.0	110.0	110.0	1	NaN	33.616	20	0.73896	
ABCA6	3400753	105.9	105.9	105.9	1	NaN	22.639	19	0.29351	114.9	114.9	114.9	1	NaN	30.631	16	0.61688	117.4	117.4	117.4	1	NaN	37.708	28	0.52078	106.8	106.8	106.8	1	NaN	23.888	22	0.29610	105.5	105.5	105.5	1	NaN	30.991	28	0.46364	102.5	102.5	102.5	1	NaN	30.830	13	0.49351	117.6	117.6	117.6	1	NaN	42.921	22	0.78961	108.6	108.6	108.6	1	NaN	32.556	23	0.67532	111.5	111.5	111.5	1	NaN	29.518	20	0.71688	96.3	96.3	96.3	1	NaN	24.542	35	0.34545	90.3	90.3	90.3	1	NaN	20.145	15	0.25455	97.2	97.2	97.2	1	NaN	22.437	27	0.39091	
ABCA6	6940519	137.9	137.9	137.9	1	NaN	55.938	16	0.87792	132.4	132.4	132.4	1	NaN	39.591	29	0.89481	133.1	133.1	133.1	1	NaN	29.602	23	0.83247	144.2	144.2	144.2	1	NaN	33.640	19	0.93766	119.5	119.5	119.5	1	NaN	28.333	21	0.79870	118.8	118.8	118.8	1	NaN	36.083	21	0.85195	130.6	130.6	130.6	1	NaN	33.431	25	0.92468	126.8	126.8	126.8	1	NaN	40.187	21	0.92727	120.8	120.8	120.8	1	NaN	21.724	29	0.87403	119.6	119.6	119.6	1	NaN	35.587	25	0.87403	121.3	121.3	121.3	1	NaN	44.828	33	0.91558	117.1	117.1	117.1	1	NaN	32.922	18	0.85844	
ABCA7	1710193	129.7	129.7	129.7	1	NaN	22.398	17	0.78961	109.3	109.3	109.3	1	NaN	24.180	20	0.46494	113.7	113.7	113.7	1	NaN	48.106	20	0.44286	104.4	104.4	104.4	1	NaN	35.185	25	0.26494	98.1	98.1	98.1	1	NaN	26.617	24	0.28312	103.3	103.3	103.3	1	NaN	30.183	21	0.51299	94.2	94.2	94.2	1	NaN	19.239	20	0.22727	100.9	100.9	100.9	1	NaN	35.122	21	0.45584	85.3	85.3	85.3	1	NaN	26.529	18	0.09870	96.2	96.2	96.2	1	NaN	37.664	19	0.34286	101.2	101.2	101.2	1	NaN	30.321	23	0.52597	101.3	101.3	101.3	1	NaN	36.834	20	0.51299	
ABCA7	2570100	533.9	533.9	533.9	1	NaN	143.580	20	1.00000	328.5	328.5	328.5	1	NaN	84.796	20	1.00000	420.4	420.4	420.4	1	NaN	109.354	16	1.00000	520.4	520.4	520.4	1	NaN	153.765	27	1.00000	486.8	486.8	486.8	1	NaN	127.380	18	1.00000	394.4	394.4	394.4	1	NaN	76.905	22	1.00000	529.2	529.2	529.2	1	NaN	75.624	22	1.00000	478.9	478.9	478.9	1	NaN	99.623	26	1.00000	483.6	483.6	483.6	1	NaN	132.432	25	1.00000	363.7	363.7	363.7	1	NaN	74.493	22	1.00000	435.9	435.9	435.9	1	NaN	90.579	17	1.00000	271.7	271.7	271.7	1	NaN	81.161	20	0.99870	
ABCA7	5810091	99.7	99.7	99.7	1	NaN	24.822	21	0.19091	104.2	104.2	104.2	1	NaN	27.975	26	0.36234	119.0	119.0	119.0	1	NaN	49.272	24	0.55844	116.3	116.3	116.3	1	NaN	42.186	24	0.55714	90.0	90.0	90.0	1	NaN	33.457	21	0.14416	97.2	97.2	97.2	1	NaN	22.363	17	0.33506	89.2	89.2	89.2	1	NaN	26.295	17	0.13636	95.8	95.8	95.8	1	NaN	23.251	31	0.32468	93.7	93.7	93.7	1	NaN	24.890	16	0.26494	104.4	104.4	104.4	1	NaN	29.910	27	0.56623	100.2	100.2	100.2	1	NaN	30.614	22	0.49481	79.7	79.7	79.7	1	NaN	19.465	22	0.05844	
ABCA8	150035	94.1	94.1	94.1	1	NaN	28.486	19	0.11429	110.2	110.2	110.2	1	NaN	19.139	21	0.48961	105.2	105.2	105.2	1	NaN	31.877	28	0.25714	115.1	115.1	115.1	1	NaN	35.776	21	0.52468	104.7	104.7	104.7	1	NaN	18.014	17	0.44416	96.1	96.1	96.1	1	NaN	24.331	15	0.30390	93.9	93.9	93.9	1	NaN	23.648	14	0.22078	90.8	90.8	90.8	1	NaN	19.495	27	0.22468	90.3	90.3	90.3	1	NaN	24.144	22	0.18571	98.8	98.8	98.8	1	NaN	27.502	19	0.41688	90.7	90.7	90.7	1	NaN	31.653	24	0.26753	95.9	95.9	95.9	1	NaN	24.578	19	0.35714	
ABCA8	2710392	139.5	139.5	139.5	1	NaN	51.078	17	0.90390	151.3	151.3	151.3	1	NaN	41.175	24	0.97662	145.0	145.0	145.0	1	NaN	24.767	16	0.93506	126.7	126.7	126.7	1	NaN	34.361	31	0.77273	126.8	126.8	126.8	1	NaN	47.025	24	0.87922	142.6	142.6	142.6	1	NaN	44.991	28	0.98442	128.5	128.5	128.5	1	NaN	44.153	20	0.91558	128.3	128.3	128.3	1	NaN	38.816	15	0.94026	125.7	125.7	125.7	1	NaN	27.050	18	0.91688	109.7	109.7	109.7	1	NaN	24.481	15	0.69870	118.1	118.1	118.1	1	NaN	34.214	23	0.88312	135.1	135.1	135.1	1	NaN	47.105	19	0.97532	
ABCA9	4730370	144.4	144.4	144.4	1	NaN	57.999	28	0.93896	138.9	138.9	138.9	1	NaN	30.634	29	0.94156	146.6	146.6	146.6	1	NaN	40.684	27	0.94416	158.5	158.5	158.5	1	NaN	35.431	23	0.98571	140.4	140.4	140.4	1	NaN	54.840	26	0.95714	134.9	134.9	134.9	1	NaN	40.203	21	0.97403	123.5	123.5	123.5	1	NaN	23.877	20	0.86104	125.7	125.7	125.7	1	NaN	44.629	23	0.91429	153.2	153.2	153.2	1	NaN	45.679	31	0.98961	123.7	123.7	123.7	1	NaN	35.598	26	0.91818	130.3	130.3	130.3	1	NaN	25.502	18	0.96364	115.2	115.2	115.2	1	NaN	41.302	24	0.83506	
ABCA9	5220386	112.5	112.5	112.5	1	NaN	35.798	25	0.45325	110.6	110.6	110.6	1	NaN	37.199	25	0.50909	115.7	115.7	115.7	1	NaN	32.904	21	0.49091	115.1	115.1	115.1	1	NaN	34.985	27	0.52468	111.6	111.6	111.6	1	NaN	35.804	19	0.62597	107.9	107.9	107.9	1	NaN	34.058	24	0.63507	108.4	108.4	108.4	1	NaN	34.512	25	0.58312	102.5	102.5	102.5	1	NaN	26.207	19	0.50390	98.9	98.9	98.9	1	NaN	24.950	19	0.39091	98.5	98.5	98.5	1	NaN	22.715	27	0.41039	102.7	102.7	102.7	1	NaN	22.556	18	0.56494	102.8	102.8	102.8	1	NaN	22.688	23	0.54935	
ABCB1	1230048	156.4	156.4	156.4	1	NaN	46.346	24	0.97403	150.1	150.1	150.1	1	NaN	60.546	22	0.97403	155.7	155.7	155.7	1	NaN	63.081	21	0.96883	130.1	130.1	130.1	1	NaN	35.592	19	0.82468	113.2	113.2	113.2	1	NaN	26.024	18	0.65844	129.0	129.0	129.0	1	NaN	35.059	22	0.96104	126.8	126.8	126.8	1	NaN	29.218	15	0.90130	133.3	133.3	133.3	1	NaN	32.739	17	0.96623	121.8	121.8	121.8	1	NaN	46.420	19	0.88701	156.4	156.4	156.4	1	NaN	29.216	21	0.99091	146.9	146.9	146.9	1	NaN	43.247	23	0.99481	147.5	147.5	147.5	1	NaN	48.938	17	0.99091	
ABCB1	4210039	91.2	91.2	91.2	1	NaN	26.169	30	0.08571	86.6	86.6	86.6	1	NaN	29.388	20	0.06234	97.4	97.4	97.4	1	NaN	26.584	25	0.15325	91.6	91.6	91.6	1	NaN	25.618	20	0.08442	62.8	62.8	62.8	1	NaN	9.864	15	0.00000	72.1	72.1	72.1	1	NaN	20.557	18	0.00649	84.4	84.4	84.4	1	NaN	20.486	24	0.07273	84.0	84.0	84.0	1	NaN	25.791	20	0.11039	93.3	93.3	93.3	1	NaN	33.541	12	0.25584	113.3	113.3	113.3	1	NaN	42.838	21	0.78182	93.3	93.3	93.3	1	NaN	28.130	19	0.32727	80.6	80.6	80.6	1	NaN	23.350	17	0.06623	
ABCB10	4810048	997.5	997.5	997.5	1	NaN	259.398	24	1.00000	811.5	811.5	811.5	1	NaN	155.581	28	1.00000	755.0	755.0	755.0	1	NaN	179.889	19	1.00000	687.7	687.7	687.7	1	NaN	275.584	16	1.00000	718.5	718.5	718.5	1	NaN	166.225	24	1.00000	701.6	701.6	701.6	1	NaN	142.932	18	1.00000	544.4	544.4	544.4	1	NaN	102.769	22	1.00000	520.9	520.9	520.9	1	NaN	109.286	26	1.00000	729.5	729.5	729.5	1	NaN	161.256	15	1.00000	722.9	722.9	722.9	1	NaN	96.095	23	1.00000	719.4	719.4	719.4	1	NaN	207.816	20	1.00000	720.9	720.9	720.9	1	NaN	142.268	22	1.00000	
ABCB11	7330332	141.1	141.1	141.1	1	NaN	58.069	18	0.91818	121.4	121.4	121.4	1	NaN	33.005	23	0.74026	108.3	108.3	108.3	1	NaN	29.382	19	0.30909	126.5	126.5	126.5	1	NaN	35.826	26	0.77143	114.1	114.1	114.1	1	NaN	24.395	20	0.69091	122.6	122.6	122.6	1	NaN	45.616	28	0.89870	109.0	109.0	109.0	1	NaN	28.504	22	0.59740	109.6	109.6	109.6	1	NaN	27.029	22	0.69870	113.7	113.7	113.7	1	NaN	36.487	19	0.76104	108.8	108.8	108.8	1	NaN	31.461	29	0.67792	105.7	105.7	105.7	1	NaN	40.635	28	0.65714	139.1	139.1	139.1	1	NaN	49.082	14	0.98442	
ABCB4	1070594	112.3	112.3	112.3	1	NaN	25.876	22	0.44805	110.4	110.4	110.4	1	NaN	35.039	21	0.50260	117.1	117.1	117.1	1	NaN	32.890	20	0.51818	109.2	109.2	109.2	1	NaN	29.870	28	0.35584	120.1	120.1	120.1	1	NaN	35.422	23	0.80909	127.5	127.5	127.5	1	NaN	36.766	24	0.95065	109.9	109.9	109.9	1	NaN	29.997	25	0.61688	102.1	102.1	102.1	1	NaN	28.405	19	0.48961	119.7	119.7	119.7	1	NaN	37.975	17	0.86234	101.8	101.8	101.8	1	NaN	23.604	17	0.48961	107.3	107.3	107.3	1	NaN	34.749	20	0.70260	97.1	97.1	97.1	1	NaN	27.846	30	0.38961	
ABCB5	650376	100.6	100.6	100.6	1	NaN	26.187	18	0.20000	85.6	85.6	85.6	1	NaN	24.134	32	0.05455	87.5	87.5	87.5	1	NaN	27.383	22	0.02857	90.2	90.2	90.2	1	NaN	21.948	30	0.07013	91.1	91.1	91.1	1	NaN	25.649	23	0.15974	85.9	85.9	85.9	1	NaN	21.569	27	0.13377	89.7	89.7	89.7	1	NaN	22.158	27	0.14286	83.3	83.3	83.3	1	NaN	29.922	39	0.09870	82.3	82.3	82.3	1	NaN	32.423	16	0.06104	88.8	88.8	88.8	1	NaN	24.496	31	0.17792	79.5	79.5	79.5	1	NaN	23.079	33	0.07143	79.5	79.5	79.5	1	NaN	22.069	23	0.05714	
